Games,Year,Sport,Discipline,Athlete,Team,Gender,Event,Medal,Gold,Silver,Bronze
Moscow (1980),1980,Hockey,Hockey,Anthea Doreen Stewart,ZIM,Women,hockey women,Gold,1,0,0
Moscow (1980),1980,Hockey,Hockey,Helen Volk,ZIM,Women,hockey women,Gold,1,0,0
Moscow (1980),1980,Hockey,Hockey,Linda Margaret Watson,ZIM,Women,hockey women,Gold,1,0,0
Moscow (1980),1980,Hockey,Hockey,Milada Blazkova,TCH,Women,hockey women,Silver,0,1,0
Moscow (1980),1980,Hockey,Hockey,Jirina Cermakova,TCH,Women,hockey women,Silver,0,1,0
Moscow (1980),1980,Hockey,Hockey,Jirina Hajkova,TCH,Women,hockey women,Silver,0,1,0
Moscow (1980),1980,Hockey,Hockey,Berta Hruba,TCH,Women,hockey women,Silver,0,1,0
Moscow (1980),1980,Hockey,Hockey,Ida Hubackova,TCH,Women,hockey women,Silver,0,1,0
Moscow (1980),1980,Hockey,Hockey,Jirina Kadlecova,TCH,Women,hockey women,Silver,0,1,0
Moscow (1980),1980,Hockey,Hockey,Jarmila Kralickova,TCH,Women,hockey women,Silver,0,1,0
Moscow (1980),1980,Hockey,Hockey,Jirina Krizova,TCH,Women,hockey women,Silver,0,1,0
Moscow (1980),1980,Hockey,Hockey,Alena Kyselicova,TCH,Women,hockey women,Silver,0,1,0
Moscow (1980),1980,Hockey,Hockey,Jana Lahodova,TCH,Women,hockey women,Silver,0,1,0
Moscow (1980),1980,Hockey,Hockey,Kveta Petrickova,TCH,Women,hockey women,Silver,0,1,0
Moscow (1980),1980,Hockey,Hockey,Viera Podhanyiova,TCH,Women,hockey women,Silver,0,1,0
Moscow (1980),1980,Hockey,Hockey,Iveta Srankova,TCH,Women,hockey women,Silver,0,1,0
Moscow (1980),1980,Hockey,Hockey,Marie Sykorova,TCH,Women,hockey women,Silver,0,1,0
Moscow (1980),1980,Hockey,Hockey,Marta Urbanova,TCH,Women,hockey women,Silver,0,1,0
Moscow (1980),1980,Hockey,Hockey,Lenka Vymazalova,TCH,Women,hockey women,Silver,0,1,0
Moscow (1980),1980,Judo,Judo,Arambi Emizh,URS,Men,- 60 kg men,Bronze,0,0,1
Moscow (1980),1980,Judo,Judo,Tibor Kincses,HUN,Men,- 60 kg men,Bronze,0,0,1
Moscow (1980),1980,Judo,Judo,Thierry Rey,FRA,Men,- 60 kg men,Gold,1,0,0
Moscow (1980),1980,Judo,Judo,Jose Rodriguez,CUB,Men,- 60 kg men,Silver,0,1,0
Moscow (1980),1980,Judo,Judo,Vladimir Kocman,TCH,Men,+ 95kg (heavyweight) men,Bronze,0,0,1
Moscow (1980),1980,Judo,Judo,Radomir Kovacevic,YUG,Men,+ 95kg (heavyweight) men,Bronze,0,0,1
Moscow (1980),1980,Judo,Judo,Angelo Parisi,FRA,Men,+ 95kg (heavyweight) men,Gold,1,0,0
Moscow (1980),1980,Judo,Judo,Dimitar Zaprianov,BUL,Men,+ 95kg (heavyweight) men,Silver,0,1,0
Moscow (1980),1980,Judo,Judo,Ilian Nedkov,BUL,Men,60 - 65kg (half-lightweight) men,Bronze,0,0,1
Moscow (1980),1980,Judo,Judo,Janusz Pawlowski,POL,Men,60 - 65kg (half-lightweight) men,Bronze,0,0,1
Moscow (1980),1980,Judo,Judo,Nikolai Solodukhin,URS,Men,60 - 65kg (half-lightweight) men,Gold,1,0,0
Moscow (1980),1980,Judo,Judo,Tsendying Damdin,MGL,Men,60 - 65kg (half-lightweight) men,Silver,0,1,0
Moscow (1980),1980,Judo,Judo,Ravdan Davaadalai,MGL,Men,65 - 71kg (lightweight) men,Bronze,0,0,1
Moscow (1980),1980,Judo,Judo,Karl-Heinz Lehmann,GDR,Men,65 - 71kg (lightweight) men,Bronze,0,0,1
Moscow (1980),1980,Judo,Judo,Ezio Gamba,ITA,Men,65 - 71kg (lightweight) men,Gold,1,0,0
Moscow (1980),1980,Judo,Judo,Neil Adams,GBR,Men,65 - 71kg (lightweight) men,Silver,0,1,0
Moscow (1980),1980,Judo,Judo,Harald Heinke,GDR,Men,71 - 78kg (half-middleweight) men,Bronze,0,0,1
Moscow (1980),1980,Judo,Judo,Bernard Tchoullouyan,FRA,Men,71 - 78kg (half-middleweight) men,Bronze,0,0,1
Moscow (1980),1980,Judo,Judo,Shota Khabareli,URS,Men,71 - 78kg (half-middleweight) men,Gold,1,0,0
Moscow (1980),1980,Judo,Judo,Juan Ferrer,CUB,Men,71 - 78kg (half-middleweight) men,Silver,0,1,0
Moscow (1980),1980,Judo,Judo,Detlef Ultsch,GDR,Men,78 - 86kg (middleweight) men,Bronze,0,0,1
Moscow (1980),1980,Judo,Judo,Aleksandr Yatskevich,URS,Men,78 - 86kg (middleweight) men,Bronze,0,0,1
Moscow (1980),1980,Judo,Judo,Jürg Röthlisberger,SUI,Men,78 - 86kg (middleweight) men,Gold,1,0,0
Moscow (1980),1980,Judo,Judo,Isaac Azcuy oliva,CUB,Men,78 - 86kg (middleweight) men,Silver,0,1,0
Moscow (1980),1980,Judo,Judo,Dietmar Lorenz,GDR,Men,86 - 95kg (half-heavyweight) men,Bronze,0,0,1
Moscow (1980),1980,Judo,Judo,Henk Numan,NED,Men,86 - 95kg (half-heavyweight) men,Bronze,0,0,1
Moscow (1980),1980,Judo,Judo,Robert Van de walle,BEL,Men,86 - 95kg (half-heavyweight) men,Gold,1,0,0
Moscow (1980),1980,Judo,Judo,Tengiz Khubuluri,URS,Men,86 - 95kg (half-heavyweight) men,Silver,0,1,0
Moscow (1980),1980,Judo,Judo,Arthur Mapp,GBR,Men,open category men,Bronze,0,0,1
Moscow (1980),1980,Judo,Judo,Andras Ozsvar,HUN,Men,open category men,Bronze,0,0,1
Moscow (1980),1980,Judo,Judo,Dietmar Lorenz,GDR,Men,open category men,Gold,1,0,0
Moscow (1980),1980,Judo,Judo,Angelo Parisi,FRA,Men,open category men,Silver,0,1,0
Moscow (1980),1980,Modern Pentathlon,Modern Pentathlon.,Pavel Lednev,URS,Men,Individual competition men,Bronze,0,0,1
Moscow (1980),1980,Modern Pentathlon,Modern Pentathlon.,Anatoli Starostin,URS,Men,Individual competition men,Gold,1,0,0
Moscow (1980),1980,Modern Pentathlon,Modern Pentathlon.,Tamas Szombathelyi,HUN,Men,Individual competition men,Silver,0,1,0
Moscow (1980),1980,Modern Pentathlon,Modern Pentathlon.,George Horvath,SWE,Men,Team competition men,Bronze,0,0,1
Moscow (1980),1980,Modern Pentathlon,Modern Pentathlon.,Lennart Pettersson,SWE,Men,Team competition men,Bronze,0,0,1
Moscow (1980),1980,Modern Pentathlon,Modern Pentathlon.,Svante Rasmuson,SWE,Men,Team competition men,Bronze,0,0,1
Moscow (1980),1980,Modern Pentathlon,Modern Pentathlon.,Pavel Lednev,URS,Men,Team competition men,Gold,1,0,0
Moscow (1980),1980,Modern Pentathlon,Modern Pentathlon.,Evgeni Lipeev,URS,Men,Team competition men,Gold,1,0,0
Moscow (1980),1980,Modern Pentathlon,Modern Pentathlon.,Anatoli Starostin,URS,Men,Team competition men,Gold,1,0,0
Moscow (1980),1980,Modern Pentathlon,Modern Pentathlon.,Laszlo Horvath,HUN,Men,Team competition men,Silver,0,1,0
Moscow (1980),1980,Modern Pentathlon,Modern Pentathlon.,Tibor Maracsko,HUN,Men,Team competition men,Silver,0,1,0
Moscow (1980),1980,Modern Pentathlon,Modern Pentathlon.,Tamas Szombathelyi,HUN,Men,Team competition men,Silver,0,1,0
Moscow (1980),1980,Rowing,Rowing,Malcolm Carmichael,GBR,Men,coxless pair (2-) men,Bronze,0,0,1
Moscow (1980),1980,Rowing,Rowing,Charles Wiggin,GBR,Men,coxless pair (2-) men,Bronze,0,0,1
Moscow (1980),1980,Rowing,Rowing,Bernd Landvoigt,GDR,Men,coxless pair (2-) men,Gold,1,0,0
Moscow (1980),1980,Rowing,Rowing,Jörg Landvoigt,GDR,Men,coxless pair (2-) men,Gold,1,0,0
Moscow (1980),1980,Rowing,Rowing,Nikolai Pimenov,URS,Men,coxless pair (2-) men,Silver,0,1,0
Moscow (1980),1980,Rowing,Rowing,Yuri Pimenov,URS,Men,coxless pair (2-) men,Silver,0,1,0
Moscow (1980),1980,Rowing,Rowing,Zdenek Pecka,TCH,Men,double sculls (2x) men,Bronze,0,0,1
Moscow (1980),1980,Rowing,Rowing,Vaclav Vochoska,TCH,Men,double sculls (2x) men,Bronze,0,0,1
Moscow (1980),1980,Rowing,Rowing,Joachim Dreifke,GDR,Men,double sculls (2x) men,Gold,1,0,0
Moscow (1980),1980,Rowing,Rowing,Klaus Kröppelien,GDR,Men,double sculls (2x) men,Gold,1,0,0
Moscow (1980),1980,Rowing,Rowing,Zoran Pancic,YUG,Men,double sculls (2x) men,Silver,0,1,0
Moscow (1980),1980,Rowing,Rowing,Milorad Stanulov,YUG,Men,double sculls (2x) men,Silver,0,1,0
Moscow (1980),1980,Rowing,Rowing,Olga Homeghi-bularda,ROU,Women,double sculls (2x) women,Bronze,0,0,1
Moscow (1980),1980,Rowing,Rowing,Valeria Rosca-rasila,ROU,Women,double sculls (2x) women,Bronze,0,0,1
Moscow (1980),1980,Rowing,Rowing,Larissa Alexandrova-popova,URS,Women,double sculls (2x) women,Gold,1,0,0
Moscow (1980),1980,Rowing,Rowing,Elena Khloptseva,URS,Women,double sculls (2x) women,Gold,1,0,0
Moscow (1980),1980,Rowing,Rowing,Cornelia Linse,GDR,Women,double sculls (2x) women,Silver,0,1,0
Moscow (1980),1980,Rowing,Rowing,Heidi Westphal,GDR,Women,double sculls (2x) women,Silver,0,1,0
Moscow (1980),1980,Rowing,Rowing,Grigori Dmitrienko,URS,Men,eight with coxswain (8+) men,Bronze,0,0,1
Moscow (1980),1980,Rowing,Rowing,Viktor Kokoshin,URS,Men,eight with coxswain (8+) men,Bronze,0,0,1
Moscow (1980),1980,Rowing,Rowing,Andrei Lugin,URS,Men,eight with coxswain (8+) men,Bronze,0,0,1
Moscow (1980),1980,Rowing,Rowing,Igor Maistrenko,URS,Men,eight with coxswain (8+) men,Bronze,0,0,1
Moscow (1980),1980,Rowing,Rowing,Aleksandr Mantsevich,URS,Men,eight with coxswain (8+) men,Bronze,0,0,1
Moscow (1980),1980,Rowing,Rowing,Ionas Normantas,URS,Men,eight with coxswain (8+) men,Bronze,0,0,1
Moscow (1980),1980,Rowing,Rowing,Ionas Pintskus,URS,Men,eight with coxswain (8+) men,Bronze,0,0,1
Moscow (1980),1980,Rowing,Rowing,Andrei Tishchenko,URS,Men,eight with coxswain (8+) men,Bronze,0,0,1
Moscow (1980),1980,Rowing,Rowing,Aleksandr Tkachenko,URS,Men,eight with coxswain (8+) men,Bronze,0,0,1
Moscow (1980),1980,Rowing,Rowing,Jens Doberschütz,GDR,Men,eight with coxswain (8+) men,Gold,1,0,0
Moscow (1980),1980,Rowing,Rowing,Uwe Dühring,GDR,Men,eight with coxswain (8+) men,Gold,1,0,0
Moscow (1980),1980,Rowing,Rowing,Jörg Friedrich,GDR,Men,eight with coxswain (8+) men,Gold,1,0,0
Moscow (1980),1980,Rowing,Rowing,Bernd Höing,GDR,Men,eight with coxswain (8+) men,Gold,1,0,0
Moscow (1980),1980,Rowing,Rowing,Ulrich Karnatz,GDR,Men,eight with coxswain (8+) men,Gold,1,0,0
Moscow (1980),1980,Rowing,Rowing,Ulrich Kons,GDR,Men,eight with coxswain (8+) men,Gold,1,0,0
Moscow (1980),1980,Rowing,Rowing,Hans-Peter Koppe,GDR,Men,eight with coxswain (8+) men,Gold,1,0,0
Moscow (1980),1980,Rowing,Rowing,Bernd Krauss,GDR,Men,eight with coxswain (8+) men,Gold,1,0,0
Moscow (1980),1980,Rowing,Rowing,Klaus-Dieter Ludwig,GDR,Men,eight with coxswain (8+) men,Gold,1,0,0
Moscow (1980),1980,Rowing,Rowing,Henry Clay,GBR,Men,eight with coxswain (8+) men,Silver,0,1,0
Moscow (1980),1980,Rowing,Rowing,Andrew Justice,GBR,Men,eight with coxswain (8+) men,Silver,0,1,0
Moscow (1980),1980,Rowing,Rowing,Chris Mahoney,GBR,Men,eight with coxswain (8+) men,Silver,0,1,0
Moscow (1980),1980,Rowing,Rowing,Duncan Mcdougall,GBR,Men,eight with coxswain (8+) men,Silver,0,1,0
Moscow (1980),1980,Rowing,Rowing,Malkolm Mcgowan,GBR,Men,eight with coxswain (8+) men,Silver,0,1,0
Moscow (1980),1980,Rowing,Rowing,Colin Moynihan,GBR,Men,eight with coxswain (8+) men,Silver,0,1,0
Moscow (1980),1980,Rowing,Rowing,John Pritchard,GBR,Men,eight with coxswain (8+) men,Silver,0,1,0
Moscow (1980),1980,Rowing,Rowing,Richard Stanhope,GBR,Men,eight with coxswain (8+) men,Silver,0,1,0
Moscow (1980),1980,Rowing,Rowing,Allan Whitwell,GBR,Men,eight with coxswain (8+) men,Silver,0,1,0
Moscow (1980),1980,Rowing,Rowing,Angelica Aposteanu,ROU,Women,eight with coxswain (8+) women,Bronze,0,0,1
Moscow (1980),1980,Rowing,Rowing,Elena Bondar,ROU,Women,eight with coxswain (8+) women,Bronze,0,0,1
Moscow (1980),1980,Rowing,Rowing,Florica Bucur,ROU,Women,eight with coxswain (8+) women,Bronze,0,0,1
Moscow (1980),1980,Rowing,Rowing,Maria Constantinescu,ROU,Women,eight with coxswain (8+) women,Bronze,0,0,1
Moscow (1980),1980,Rowing,Rowing,Elena Dobritoiu,ROU,Women,eight with coxswain (8+) women,Bronze,0,0,1
Moscow (1980),1980,Rowing,Rowing,Rodica Frintu,ROU,Women,eight with coxswain (8+) women,Bronze,0,0,1
Moscow (1980),1980,Rowing,Rowing,Ana Iliuta,ROU,Women,eight with coxswain (8+) women,Bronze,0,0,1
Moscow (1980),1980,Rowing,Rowing,Rodica Puscatu-arba,ROU,Women,eight with coxswain (8+) women,Bronze,0,0,1
Moscow (1980),1980,Rowing,Rowing,Marlena Zagoni,ROU,Women,eight with coxswain (8+) women,Bronze,0,0,1
Moscow (1980),1980,Rowing,Rowing,Martina Boesler,GDR,Women,eight with coxswain (8+) women,Gold,1,0,0
Moscow (1980),1980,Rowing,Rowing,Christiane Knetsch-köpke,GDR,Women,eight with coxswain (8+) women,Gold,1,0,0
Moscow (1980),1980,Rowing,Rowing,Gabriele Lohs-kuhn,GDR,Women,eight with coxswain (8+) women,Gold,1,0,0
Moscow (1980),1980,Rowing,Rowing,Karin Metze,GDR,Women,eight with coxswain (8+) women,Gold,1,0,0
Moscow (1980),1980,Rowing,Rowing,Kersten Neisser,GDR,Women,eight with coxswain (8+) women,Gold,1,0,0
Moscow (1980),1980,Rowing,Rowing,Ilona Richter,GDR,Women,eight with coxswain (8+) women,Gold,1,0,0
Moscow (1980),1980,Rowing,Rowing,Marita Sandig,GDR,Women,eight with coxswain (8+) women,Gold,1,0,0
Moscow (1980),1980,Rowing,Rowing,Birgit Schütz,GDR,Women,eight with coxswain (8+) women,Gold,1,0,0
Moscow (1980),1980,Rowing,Rowing,Marina Wilke,GDR,Women,eight with coxswain (8+) women,Gold,1,0,0
Moscow (1980),1980,Rowing,Rowing,Nina Frolova,URS,Women,eight with coxswain (8+) women,Silver,0,1,0
Moscow (1980),1980,Rowing,Rowing,Maria Paziun,URS,Women,eight with coxswain (8+) women,Silver,0,1,0
Moscow (1980),1980,Rowing,Rowing,Olga Pivovarova,URS,Women,eight with coxswain (8+) women,Silver,0,1,0
Moscow (1980),1980,Rowing,Rowing,Nina Preobrazhenskaia,URS,Women,eight with coxswain (8+) women,Silver,0,1,0
Moscow (1980),1980,Rowing,Rowing,Nadezhda Prishchepa,URS,Women,eight with coxswain (8+) women,Silver,0,1,0
Moscow (1980),1980,Rowing,Rowing,Tatiana Stetsenko,URS,Women,eight with coxswain (8+) women,Silver,0,1,0
Moscow (1980),1980,Rowing,Rowing,Elena Tereshina,URS,Women,eight with coxswain (8+) women,Silver,0,1,0
Moscow (1980),1980,Rowing,Rowing,Nina Umanets,URS,Women,eight with coxswain (8+) women,Silver,0,1,0
Moscow (1980),1980,Rowing,Rowing,Valentina Zhulina,URS,Women,eight with coxswain (8+) women,Silver,0,1,0
Moscow (1980),1980,Rowing,Rowing,John Beattie,GBR,Men,four without coxswain (4-) men,Bronze,0,0,1
Moscow (1980),1980,Rowing,Rowing,Martin Cross,GBR,Men,four without coxswain (4-) men,Bronze,0,0,1
Moscow (1980),1980,Rowing,Rowing,Ian Mcnuff,GBR,Men,four without coxswain (4-) men,Bronze,0,0,1
Moscow (1980),1980,Rowing,Rowing,David Townsend,GBR,Men,four without coxswain (4-) men,Bronze,0,0,1
Moscow (1980),1980,Rowing,Rowing,Siegfried Brietzke,GDR,Men,four without coxswain (4-) men,Gold,1,0,0
Moscow (1980),1980,Rowing,Rowing,Andreas Decker,GDR,Men,four without coxswain (4-) men,Gold,1,0,0
Moscow (1980),1980,Rowing,Rowing,Stefan Semmler,GDR,Men,four without coxswain (4-) men,Gold,1,0,0
Moscow (1980),1980,Rowing,Rowing,Jürgen Thiele,GDR,Men,four without coxswain (4-) men,Gold,1,0,0
Moscow (1980),1980,Rowing,Rowing,Valeri Dolinin,URS,Men,four without coxswain (4-) men,Silver,0,1,0
Moscow (1980),1980,Rowing,Rowing,Vitali Eliseev,URS,Men,four without coxswain (4-) men,Silver,0,1,0
Moscow (1980),1980,Rowing,Rowing,Aleksei Kamkin,URS,Men,four without coxswain (4-) men,Silver,0,1,0
Moscow (1980),1980,Rowing,Rowing,Aleksandr Kulagin,URS,Men,four without coxswain (4-) men,Silver,0,1,0
Moscow (1980),1980,Rowing,Rowing,Ryszard Kubiak,POL,Men,four-oared shell with coxswain (4-) men,Bronze,0,0,1
Moscow (1980),1980,Rowing,Rowing,Grzegorz Nowak,POL,Men,four-oared shell with coxswain (4-) men,Bronze,0,0,1
Moscow (1980),1980,Rowing,Rowing,Ryszard Stadniuk,POL,Men,four-oared shell with coxswain (4-) men,Bronze,0,0,1
Moscow (1980),1980,Rowing,Rowing,Grzegorz Stellak,POL,Men,four-oared shell with coxswain (4-) men,Bronze,0,0,1
Moscow (1980),1980,Rowing,Rowing,Adam Tomasiak,POL,Men,four-oared shell with coxswain (4-) men,Bronze,0,0,1
Moscow (1980),1980,Rowing,Rowing,Ullrich Diessner,GDR,Men,four-oared shell with coxswain (4-) men,Gold,1,0,0
Moscow (1980),1980,Rowing,Rowing,Walter Diessner,GDR,Men,four-oared shell with coxswain (4-) men,Gold,1,0,0
Moscow (1980),1980,Rowing,Rowing,Gottfried Döhn,GDR,Men,four-oared shell with coxswain (4-) men,Gold,1,0,0
Moscow (1980),1980,Rowing,Rowing,Andreas Gregor,GDR,Men,four-oared shell with coxswain (4-) men,Gold,1,0,0
Moscow (1980),1980,Rowing,Rowing,Dieter Wendisch,GDR,Men,four-oared shell with coxswain (4-) men,Gold,1,0,0
Moscow (1980),1980,Rowing,Rowing,Yuris Berzinsh,URS,Men,four-oared shell with coxswain (4-) men,Silver,0,1,0
Moscow (1980),1980,Rowing,Rowing,Artur Garonskis,URS,Men,four-oared shell with coxswain (4-) men,Silver,0,1,0
Moscow (1980),1980,Rowing,Rowing,Dimant Krishianis,URS,Men,four-oared shell with coxswain (4-) men,Silver,0,1,0
Moscow (1980),1980,Rowing,Rowing,Dzintars Krishianis,URS,Men,four-oared shell with coxswain (4-) men,Silver,0,1,0
Moscow (1980),1980,Rowing,Rowing,Zhorzh Tikmers,URS,Men,four-oared shell with coxswain (4-) men,Silver,0,1,0
Moscow (1980),1980,Rowing,Rowing,Nina Cheremisina,URS,Women,four-oared shell with coxswain (4-) women,Bronze,0,0,1
Moscow (1980),1980,Rowing,Rowing,Maria Fadeeva,URS,Women,four-oared shell with coxswain (4-) women,Bronze,0,0,1
Moscow (1980),1980,Rowing,Rowing,Svetlana Semenova,URS,Women,four-oared shell with coxswain (4-) women,Bronze,0,0,1
Moscow (1980),1980,Rowing,Rowing,Galina Sovetnikova,URS,Women,four-oared shell with coxswain (4-) women,Bronze,0,0,1
Moscow (1980),1980,Rowing,Rowing,Marina Studneva,URS,Women,four-oared shell with coxswain (4-) women,Bronze,0,0,1
Moscow (1980),1980,Rowing,Rowing,Silvia Fröhlich,GDR,Women,four-oared shell with coxswain (4-) women,Gold,1,0,0
Moscow (1980),1980,Rowing,Rowing,Ramona Kapheim,GDR,Women,four-oared shell with coxswain (4-) women,Gold,1,0,0
Moscow (1980),1980,Rowing,Rowing,Angelika Noack,GDR,Women,four-oared shell with coxswain (4-) women,Gold,1,0,0
Moscow (1980),1980,Rowing,Rowing,Romy Saalfeld,GDR,Women,four-oared shell with coxswain (4-) women,Gold,1,0,0
Moscow (1980),1980,Rowing,Rowing,Kirsten Wenzel,GDR,Women,four-oared shell with coxswain (4-) women,Gold,1,0,0
Moscow (1980),1980,Rowing,Rowing,Nadezhda Filipova,BUL,Women,four-oared shell with coxswain (4-) women,Silver,0,1,0
Moscow (1980),1980,Rowing,Rowing,Ginka Gurova,BUL,Women,four-oared shell with coxswain (4-) women,Silver,0,1,0
Moscow (1980),1980,Rowing,Rowing,Mariika Modeva,BUL,Women,four-oared shell with coxswain (4-) women,Silver,0,1,0
Moscow (1980),1980,Rowing,Rowing,Rita Todorova,BUL,Women,four-oared shell with coxswain (4-) women,Silver,0,1,0
Moscow (1980),1980,Rowing,Rowing,Iskra Velinova,BUL,Women,four-oared shell with coxswain (4-) women,Silver,0,1,0
Moscow (1980),1980,Rowing,Rowing,Stoyanka Gruitcheva-kubatova,BUL,Women,pair without coxswain (2-) women,Bronze,0,0,1
Moscow (1980),1980,Rowing,Rowing,Siika Kelbetcheva-barbulova,BUL,Women,pair without coxswain (2-) women,Bronze,0,0,1
Moscow (1980),1980,Rowing,Rowing,Cornelia Klier,GDR,Women,pair without coxswain (2-) women,Gold,1,0,0
Moscow (1980),1980,Rowing,Rowing,Ute Steindorf,GDR,Women,pair without coxswain (2-) women,Gold,1,0,0
Moscow (1980),1980,Rowing,Rowing,Malgorzata Dluzewska,POL,Women,pair without coxswain (2-) women,Silver,0,1,0
Moscow (1980),1980,Rowing,Rowing,Czeslawa Koscianska,POL,Women,pair without coxswain (2-) women,Silver,0,1,0
Moscow (1980),1980,Rowing,Rowing,Zlatko Celent,YUG,Men,pair-oared shell with coxswain (2+) men,Bronze,0,0,1
Moscow (1980),1980,Rowing,Rowing,Dusko Mrduljas,YUG,Men,pair-oared shell with coxswain (2+) men,Bronze,0,0,1
Moscow (1980),1980,Rowing,Rowing,Josip Reic,YUG,Men,pair-oared shell with coxswain (2+) men,Bronze,0,0,1
Moscow (1980),1980,Rowing,Rowing,Harald Jährling,GDR,Men,pair-oared shell with coxswain (2+) men,Gold,1,0,0
Moscow (1980),1980,Rowing,Rowing,Georg Spohr,GDR,Men,pair-oared shell with coxswain (2+) men,Gold,1,0,0
Moscow (1980),1980,Rowing,Rowing,Friedrich-Wilhelm Ulrich,GDR,Men,pair-oared shell with coxswain (2+) men,Gold,1,0,0
Moscow (1980),1980,Rowing,Rowing,Gennadi Kriuchkin,URS,Men,pair-oared shell with coxswain (2+) men,Silver,0,1,0
Moscow (1980),1980,Rowing,Rowing,Aleksandr Lukyanov,URS,Men,pair-oared shell with coxswain (2+) men,Silver,0,1,0
Moscow (1980),1980,Rowing,Rowing,Viktor Pereverzev,URS,Men,pair-oared shell with coxswain (2+) men,Silver,0,1,0
Moscow (1980),1980,Rowing,Rowing,Anka Bakova,BUL,Women,quadruple sculls with coxswain (4x) women,Bronze,0,0,1
Moscow (1980),1980,Rowing,Rowing,Rumeliana Boncheva,BUL,Women,quadruple sculls with coxswain (4x) women,Bronze,0,0,1
Moscow (1980),1980,Rowing,Rowing,Stanka Georgieva,BUL,Women,quadruple sculls with coxswain (4x) women,Bronze,0,0,1
Moscow (1980),1980,Rowing,Rowing,Dolores Nakova,BUL,Women,quadruple sculls with coxswain (4x) women,Bronze,0,0,1
Moscow (1980),1980,Rowing,Rowing,Mariana Serbezova,BUL,Women,quadruple sculls with coxswain (4x) women,Bronze,0,0,1
Moscow (1980),1980,Rowing,Rowing,Jutta Lau,GDR,Women,quadruple sculls with coxswain (4x) women,Gold,1,0,0
Moscow (1980),1980,Rowing,Rowing,Jutta Ploch,GDR,Women,quadruple sculls with coxswain (4x) women,Gold,1,0,0
Moscow (1980),1980,Rowing,Rowing,Sybille Reinhard,GDR,Women,quadruple sculls with coxswain (4x) women,Gold,1,0,0
Moscow (1980),1980,Rowing,Rowing,Liane Weigelt-buhr,GDR,Women,quadruple sculls with coxswain (4x) women,Gold,1,0,0
Moscow (1980),1980,Rowing,Rowing,Roswietha Zobelt,GDR,Women,quadruple sculls with coxswain (4x) women,Gold,1,0,0
Moscow (1980),1980,Rowing,Rowing,Nina Cheremisina,URS,Women,quadruple sculls with coxswain (4x) women,Silver,0,1,0
Moscow (1980),1980,Rowing,Rowing,Nadezhda Liubimova,URS,Women,quadruple sculls with coxswain (4x) women,Silver,0,1,0
Moscow (1980),1980,Rowing,Rowing,Elena Matievskaia,URS,Women,quadruple sculls with coxswain (4x) women,Silver,0,1,0
Moscow (1980),1980,Rowing,Rowing,Antonina Pustovit,URS,Women,quadruple sculls with coxswain (4x) women,Silver,0,1,0
Moscow (1980),1980,Rowing,Rowing,Olga Vasilchenko,URS,Women,quadruple sculls with coxswain (4x) women,Silver,0,1,0
Moscow (1980),1980,Rowing,Rowing,Bogdan Dobrev,BUL,Men,quadruple sculls without coxswain (4x) men,Bronze,0,0,1
Moscow (1980),1980,Rowing,Rowing,Mintcho Nikolov,BUL,Men,quadruple sculls without coxswain (4x) men,Bronze,0,0,1
Moscow (1980),1980,Rowing,Rowing,Liubomir Petrov,BUL,Men,quadruple sculls without coxswain (4x) men,Bronze,0,0,1
Moscow (1980),1980,Rowing,Rowing,Ivo Rusev,BUL,Men,quadruple sculls without coxswain (4x) men,Bronze,0,0,1
